year,round,from_country,to_country,televote_rank,jury_rank,juror_A,juror_B,juror_C,juror_D,juror_E,juror_F,juror_G
2016,semi-final-2,Australia,Belgium,1,1,1,1,2,1,1,,
2016,semi-final-2,Australia,Bulgaria,2,3,4,3,6,6,3,,
2016,semi-final-2,Australia,Denmark,10,13,13,11,10,15,12,,
2016,semi-final-2,Australia,Georgia,14,15,7,16,13,17,17,,
2016,semi-final-2,Australia,Ireland,4,16,15,17,16,14,9,,
2016,semi-final-2,Australia,Israel,5,2,2,2,3,3,2,,
2016,semi-final-2,Australia,Latvia,6,11,12,10,15,8,7,,
2016,semi-final-2,Australia,Lithuania,3,4,6,6,4,4,5,,
2016,semi-final-2,Australia,North Macedonia,7,9,16,4,14,2,13,,
2016,semi-final-2,Australia,Norway,13,6,8,5,1,7,16,,
2016,semi-final-2,Australia,Poland,11,17,17,14,17,16,10,,
2016,semi-final-2,Australia,Serbia,9,8,11,7,5,12,8,,
2016,semi-final-2,Australia,Slovenia,15,7,5,15,7,9,6,,
2016,semi-final-2,Australia,Switzerland,16,10,9,9,9,11,11,,
2016,semi-final-2,Australia,Ukraine,8,12,10,8,11,10,14,,
2016,semi-final-2,Belarus,Albania,16,11,17,11,12,9,7,,
2016,semi-final-2,Belarus,Australia,4,3,1,4,4,2,1,,
2016,semi-final-2,Belarus,Belgium,7,1,3,1,2,1,3,,
2016,semi-final-2,Belarus,Bulgaria,3,7,7,6,5,8,13,,
2016,semi-final-2,Belarus,Denmark,12,8,6,9,8,5,15,,
2016,semi-final-2,Belarus,Georgia,9,9,8,10,9,17,5,,
2016,semi-final-2,Belarus,Ireland,14,16,9,15,15,15,14,,
2016,semi-final-2,Belarus,Israel,10,10,12,7,11,10,12,,
2016,semi-final-2,Belarus,Latvia,6,12,11,13,14,11,11,,
2016,semi-final-2,Belarus,Lithuania,2,2,2,3,1,3,2,,
2016,semi-final-2,Belarus,North Macedonia,17,17,15,16,17,16,17,,
2016,semi-final-2,Belarus,Norway,8,5,5,8,7,7,8,,
2016,semi-final-2,Belarus,Poland,5,13,13,14,13,13,10,,
2016,semi-final-2,Belarus,Serbia,11,6,10,5,6,6,9,,
2016,semi-final-2,Belarus,Slovenia,13,14,14,17,16,14,4,,
2016,semi-final-2,Belarus,Switzerland,15,15,16,12,10,12,16,,
2016,semi-final-2,Belarus,Ukraine,1,4,4,2,3,4,6,,
2016,semi-final-2,Belgium,Albania,9,17,17,16,16,16,15,,
2016,semi-final-2,Belgium,Australia,2,1,2,2,1,1,1,,
2016,semi-final-2,Belgium,Belarus,13,12,13,7,6,13,12,,
2016,semi-final-2,Belgium,Bulgaria,4,5,9,13,5,2,10,,
2016,semi-final-2,Belgium,Denmark,6,11,10,10,10,5,16,,
2016,semi-final-2,Belgium,Georgia,11,3,4,1,8,6,3,,
2016,semi-final-2,Belgium,Ireland,7,14,14,9,14,11,7,,
2016,semi-final-2,Belgium,Israel,10,2,1,3,4,3,4,,
2016,semi-final-2,Belgium,Latvia,8,15,5,12,15,12,14,,
2016,semi-final-2,Belgium,Lithuania,3,8,16,4,9,4,9,,
2016,semi-final-2,Belgium,North Macedonia,16,16,15,15,17,15,17,,
2016,semi-final-2,Belgium,Norway,12,7,11,8,3,8,11,,
2016,semi-final-2,Belgium,Poland,1,13,7,11,11,9,13,,
2016,semi-final-2,Belgium,Serbia,15,9,8,14,7,14,5,,
2016,semi-final-2,Belgium,Slovenia,14,4,6,6,12,7,6,,
2016,semi-final-2,Belgium,Switzerland,17,10,12,5,13,10,8,,
2016,semi-final-2,Belgium,Ukraine,5,6,3,17,2,17,2,,
2016,semi-final-2,Bulgaria,Albania,16,9,16,11,5,4,8,,
2016,semi-final-2,Bulgaria,Australia,4,1,2,1,1,2,2,,
2016,semi-final-2,Bulgaria,Belarus,7,5,5,4,3,11,9,,
2016,semi-final-2,Bulgaria,Belgium,2,2,1,5,4,1,1,,
2016,semi-final-2,Bulgaria,Denmark,11,17,17,16,14,17,14,,
2016,semi-final-2,Bulgaria,Georgia,13,4,3,8,6,9,6,,
2016,semi-final-2,Bulgaria,Ireland,14,13,12,12,13,10,10,,
2016,semi-final-2,Bulgaria,Israel,9,6,6,9,7,7,4,,
2016,semi-final-2,Bulgaria,Latvia,12,14,8,7,15,12,16,,
2016,semi-final-2,Bulgaria,Lithuania,8,8,15,2,8,13,5,,
2016,semi-final-2,Bulgaria,North Macedonia,3,11,9,15,10,6,17,,
2016,semi-final-2,Bulgaria,Norway,10,15,13,13,17,8,11,,
2016,semi-final-2,Bulgaria,Poland,5,12,7,10,12,16,12,,
2016,semi-final-2,Bulgaria,Serbia,6,3,10,3,2,3,3,,
2016,semi-final-2,Bulgaria,Slovenia,15,10,11,14,11,5,13,,
2016,semi-final-2,Bulgaria,Switzerland,17,16,14,17,16,14,15,,
2016,semi-final-2,Bulgaria,Ukraine,1,7,4,6,9,15,7,,
2016,semi-final-2,Denmark,Albania,16,15,15,17,4,14,11,,
2016,semi-final-2,Denmark,Australia,3,1,1,2,12,1,1,,
2016,semi-final-2,Denmark,Belarus,10,13,11,9,8,15,15,,
2016,semi-final-2,Denmark,Belgium,1,3,4,11,10,4,2,,
2016,semi-final-2,Denmark,Bulgaria,8,4,12,5,5,8,4,,
2016,semi-final-2,Denmark,Georgia,12,12,13,10,3,16,10,,
2016,semi-final-2,Denmark,Ireland,7,7,6,7,17,6,5,,
2016,semi-final-2,Denmark,Israel,11,6,10,3,13,7,7,,
2016,semi-final-2,Denmark,Latvia,9,8,2,13,11,9,6,,
2016,semi-final-2,Denmark,Lithuania,4,2,3,4,15,2,3,,
2016,semi-final-2,Denmark,North Macedonia,15,17,17,16,1,17,17,,
2016,semi-final-2,Denmark,Norway,2,5,5,8,9,5,8,,
2016,semi-final-2,Denmark,Poland,5,16,9,14,16,13,12,,
2016,semi-final-2,Denmark,Serbia,14,14,14,15,6,10,16,,
2016,semi-final-2,Denmark,Slovenia,13,11,8,6,14,11,9,,
2016,semi-final-2,Denmark,Switzerland,17,9,7,12,7,3,14,,
2016,semi-final-2,Denmark,Ukraine,6,10,16,1,2,12,13,,
2016,semi-final-2,Georgia,Albania,17,11,16,3,12,14,5,,
2016,semi-final-2,Georgia,Australia,7,3,5,14,4,3,4,,
2016,semi-final-2,Georgia,Belarus,5,14,10,5,10,15,16,,
2016,semi-final-2,Georgia,Belgium,8,2,2,16,2,2,3,,
2016,semi-final-2,Georgia,Bulgaria,6,17,17,2,16,9,14,,
2016,semi-final-2,Georgia,Denmark,12,7,9,9,6,12,6,,
2016,semi-final-2,Georgia,Ireland,15,13,12,10,11,11,11,,
2016,semi-final-2,Georgia,Israel,10,5,7,12,5,5,10,,
2016,semi-final-2,Georgia,Latvia,3,6,3,11,14,6,7,,
2016,semi-final-2,Georgia,Lithuania,2,9,13,8,13,4,9,,
2016,semi-final-2,Georgia,North Macedonia,13,15,14,1,17,17,8,,
2016,semi-final-2,Georgia,Norway,11,10,15,7,3,10,15,,
2016,semi-final-2,Georgia,Poland,4,8,8,4,9,8,17,,
2016,semi-final-2,Georgia,Serbia,9,16,11,15,7,13,12,,
2016,semi-final-2,Georgia,Slovenia,14,12,4,6,15,16,13,,
2016,semi-final-2,Georgia,Switzerland,16,4,6,13,8,7,2,,
2016,semi-final-2,Georgia,Ukraine,1,1,1,17,1,1,1,,
2016,semi-final-2,Germany,Albania,15,14,15,18,12,11,11,,
2016,semi-final-2,Germany,Australia,2,4,2,2,4,5,5,,
2016,semi-final-2,Germany,Belarus,16,9,12,14,9,8,7,,
2016,semi-final-2,Germany,Belgium,5,3,6,5,1,2,4,,
2016,semi-final-2,Germany,Bulgaria,4,7,14,6,5,7,9,,
2016,semi-final-2,Germany,Denmark,14,18,18,17,18,18,18,,
2016,semi-final-2,Germany,Georgia,6,2,4,1,6,1,2,,
2016,semi-final-2,Germany,Ireland,11,16,13,13,16,14,16,,
2016,semi-final-2,Germany,Israel,9,1,1,3,2,3,1,,
2016,semi-final-2,Germany,Latvia,8,6,7,12,8,6,6,,
2016,semi-final-2,Germany,Lithuania,7,8,5,7,11,17,8,,
2016,semi-final-2,Germany,North Macedonia,12,15,17,16,7,12,17,,
2016,semi-final-2,Germany,Norway,13,11,8,4,15,13,14,,
2016,semi-final-2,Germany,Poland,1,12,9,11,10,15,12,,
2016,semi-final-2,Germany,Serbia,10,17,16,15,13,16,15,,
2016,semi-final-2,Germany,Slovenia,17,13,10,10,17,9,13,,
2016,semi-final-2,Germany,Switzerland,18,10,11,8,14,10,10,,
2016,semi-final-2,Germany,Ukraine,3,5,3,9,3,4,3,,
2016,semi-final-2,Ireland,Albania,17,16,12,15,16,12,14,,
2016,semi-final-2,Ireland,Australia,3,5,6,8,1,3,16,,
2016,semi-final-2,Ireland,Belarus,10,9,9,10,14,4,4,,
2016,semi-final-2,Ireland,Belgium,5,1,1,1,3,1,2,,
2016,semi-final-2,Ireland,Bulgaria,6,2,4,5,2,7,10,,
2016,semi-final-2,Ireland,Denmark,8,13,14,7,11,17,11,,
2016,semi-final-2,Ireland,Georgia,12,10,16,6,10,2,15,,
2016,semi-final-2,Ireland,Israel,9,4,3,16,5,6,1,,
2016,semi-final-2,Ireland,Latvia,4,7,10,12,4,5,6,,
2016,semi-final-2,Ireland,Lithuania,1,8,11,3,8,10,8,,
2016,semi-final-2,Ireland,North Macedonia,16,17,15,17,9,15,13,,
2016,semi-final-2,Ireland,Norway,11,14,13,11,17,11,9,,
2016,semi-final-2,Ireland,Poland,2,12,7,9,15,16,12,,
2016,semi-final-2,Ireland,Serbia,15,11,5,14,13,14,5,,
2016,semi-final-2,Ireland,Slovenia,13,3,2,4,12,8,3,,
2016,semi-final-2,Ireland,Switzerland,14,6,8,2,6,13,7,,
2016,semi-final-2,Ireland,Ukraine,7,15,17,13,7,9,17,,
2016,semi-final-2,Israel,Albania,17,17,15,13,12,13,17,,
2016,semi-final-2,Israel,Australia,1,1,1,2,4,3,1,,
2016,semi-final-2,Israel,Belarus,8,13,13,17,14,4,12,,
2016,semi-final-2,Israel,Belgium,3,5,3,1,10,10,8,,
2016,semi-final-2,Israel,Bulgaria,2,8,5,14,6,7,7,,
2016,semi-final-2,Israel,Denmark,7,16,10,10,17,17,15,,
2016,semi-final-2,Israel,Georgia,14,6,8,4,7,5,11,,
2016,semi-final-2,Israel,Ireland,10,9,14,6,15,6,2,,
2016,semi-final-2,Israel,Latvia,11,4,2,5,3,8,10,,
2016,semi-final-2,Israel,Lithuania,6,7,7,9,5,12,3,,
2016,semi-final-2,Israel,North Macedonia,9,3,6,12,1,1,5,,
2016,semi-final-2,Israel,Norway,12,12,9,15,16,14,6,,
2016,semi-final-2,Israel,Poland,5,14,11,16,11,11,16,,
2016,semi-final-2,Israel,Serbia,13,15,17,11,13,15,13,,
2016,semi-final-2,Israel,Slovenia,15,11,16,7,9,16,9,,
2016,semi-final-2,Israel,Switzerland,16,10,12,8,8,9,14,,
2016,semi-final-2,Israel,Ukraine,4,2,4,3,2,2,4,,
2016,semi-final-2,Italy,Albania,3,14,6,17,14,18,7,,
2016,semi-final-2,Italy,Australia,8,1,1,2,4,5,1,,
2016,semi-final-2,Italy,Belarus,10,12,17,12,15,6,5,,
2016,semi-final-2,Italy,Belgium,6,7,4,14,2,17,10,,
2016,semi-final-2,Italy,Bulgaria,4,11,7,10,12,9,16,,
2016,semi-final-2,Italy,Denmark,15,16,18,11,18,8,12,,
2016,semi-final-2,Italy,Georgia,11,4,5,13,1,2,2,,
2016,semi-final-2,Italy,Ireland,14,9,15,9,13,4,9,,
2016,semi-final-2,Italy,Israel,13,3,3,1,5,10,3,,
2016,semi-final-2,Italy,Latvia,12,13,9,4,10,15,18,,
2016,semi-final-2,Italy,Lithuania,7,10,12,5,7,12,15,,
2016,semi-final-2,Italy,North Macedonia,9,17,16,18,16,13,8,,
2016,semi-final-2,Italy,Norway,16,18,11,16,17,16,13,,
2016,semi-final-2,Italy,Poland,2,8,13,6,11,14,4,,
2016,semi-final-2,Italy,Serbia,5,6,8,8,8,7,11,,
2016,semi-final-2,Italy,Slovenia,18,5,10,7,3,3,14,,
2016,semi-final-2,Italy,Switzerland,17,15,14,15,9,11,17,,
2016,semi-final-2,Italy,Ukraine,1,2,2,3,6,1,6,,
2016,semi-final-2,Latvia,Albania,17,13,8,14,8,15,13,,
2016,semi-final-2,Latvia,Australia,3,3,3,7,2,2,5,,
2016,semi-final-2,Latvia,Belarus,4,10,12,13,12,4,11,,
2016,semi-final-2,Latvia,Belgium,5,7,9,8,11,3,7,,
2016,semi-final-2,Latvia,Bulgaria,8,4,6,3,6,9,4,,
2016,semi-final-2,Latvia,Denmark,9,11,11,11,7,13,14,,
2016,semi-final-2,Latvia,Georgia,6,5,4,4,9,14,3,,
2016,semi-final-2,Latvia,Ireland,10,12,16,12,10,11,8,,
2016,semi-final-2,Latvia,Israel,13,9,5,5,16,10,6,,
2016,semi-final-2,Latvia,Lithuania,2,1,2,2,3,1,2,,
2016,semi-final-2,Latvia,North Macedonia,14,17,17,15,15,17,17,,
2016,semi-final-2,Latvia,Norway,11,14,13,17,14,5,16,,
2016,semi-final-2,Latvia,Poland,7,15,15,10,13,12,15,,
2016,semi-final-2,Latvia,Serbia,16,6,7,6,5,8,9,,
2016,semi-final-2,Latvia,Slovenia,12,8,10,9,4,6,10,,
2016,semi-final-2,Latvia,Switzerland,15,16,14,16,17,16,12,,
2016,semi-final-2,Latvia,Ukraine,1,2,1,1,1,7,1,,
2016,semi-final-2,Lithuania,Albania,16,11,11,17,11,7,12,,
2016,semi-final-2,Lithuania,Australia,6,1,2,2,2,1,1,,
2016,semi-final-2,Lithuania,Belarus,5,12,14,10,15,11,9,,
2016,semi-final-2,Lithuania,Belgium,7,6,7,4,8,4,5,,
2016,semi-final-2,Lithuania,Bulgaria,8,9,16,5,13,9,11,,
2016,semi-final-2,Lithuania,Denmark,11,14,8,16,16,8,13,,
2016,semi-final-2,Lithuania,Georgia,3,2,1,1,3,2,3,,
2016,semi-final-2,Lithuania,Ireland,10,15,10,13,12,14,14,,
2016,semi-final-2,Lithuania,Israel,12,5,4,6,5,6,6,,
2016,semi-final-2,Lithuania,Latvia,1,4,5,3,4,5,4,,
2016,semi-final-2,Lithuania,North Macedonia,15,17,17,15,17,17,17,,
2016,semi-final-2,Lithuania,Norway,9,7,6,9,6,12,8,,
2016,semi-final-2,Lithuania,Poland,4,8,9,8,14,13,7,,
2016,semi-final-2,Lithuania,Serbia,17,13,13,11,10,10,16,,
2016,semi-final-2,Lithuania,Slovenia,14,10,12,14,7,15,10,,
2016,semi-final-2,Lithuania,Switzerland,13,16,15,12,9,16,15,,
2016,semi-final-2,Lithuania,Ukraine,2,3,3,7,1,3,2,,
2016,semi-final-2,North Macedonia,Albania,1,11,5,10,10,16,10,,
2016,semi-final-2,North Macedonia,Australia,7,7,9,2,13,3,15,,
2016,semi-final-2,North Macedonia,Belarus,11,15,10,16,15,9,14,,
2016,semi-final-2,North Macedonia,Belgium,6,8,7,9,11,11,8,,
2016,semi-final-2,North Macedonia,Bulgaria,3,3,1,5,4,6,4,,
2016,semi-final-2,North Macedonia,Denmark,16,17,12,14,7,17,17,,
2016,semi-final-2,North Macedonia,Georgia,12,10,3,17,6,13,12,,
2016,semi-final-2,North Macedonia,Ireland,15,13,11,13,12,15,6,,
2016,semi-final-2,North Macedonia,Israel,17,5,14,6,3,8,5,,
2016,semi-final-2,North Macedonia,Latvia,4,9,17,8,17,5,3,,
2016,semi-final-2,North Macedonia,Lithuania,14,6,13,4,9,4,9,,
2016,semi-final-2,North Macedonia,Norway,9,16,8,15,14,14,13,,
2016,semi-final-2,North Macedonia,Poland,10,12,16,12,1,12,16,,
2016,semi-final-2,North Macedonia,Serbia,2,1,2,1,2,1,2,,
2016,semi-final-2,North Macedonia,Slovenia,8,4,6,7,8,7,7,,
2016,semi-final-2,North Macedonia,Switzerland,13,14,15,11,16,10,11,,
2016,semi-final-2,North Macedonia,Ukraine,5,2,4,3,5,2,1,,
2016,semi-final-2,Norway,Albania,16,16,13,14,15,14,16,,
2016,semi-final-2,Norway,Australia,3,1,1,5,5,3,3,,
2016,semi-final-2,Norway,Belarus,12,13,10,9,14,9,13,,
2016,semi-final-2,Norway,Belgium,4,4,5,4,1,8,12,,
2016,semi-final-2,Norway,Bulgaria,5,2,9,2,4,2,2,,
2016,semi-final-2,Norway,Denmark,6,12,7,11,16,7,14,,
2016,semi-final-2,Norway,Georgia,11,10,14,7,7,15,6,,
2016,semi-final-2,Norway,Ireland,9,8,6,6,12,4,11,,
2016,semi-final-2,Norway,Israel,10,6,3,16,3,1,10,,
2016,semi-final-2,Norway,Latvia,8,9,12,10,9,11,7,,
2016,semi-final-2,Norway,Lithuania,1,3,2,3,2,10,5,,
2016,semi-final-2,Norway,North Macedonia,14,17,17,17,17,16,15,,
2016,semi-final-2,Norway,Poland,2,7,15,1,10,5,4,,
2016,semi-final-2,Norway,Serbia,13,15,16,15,13,17,8,,
2016,semi-final-2,Norway,Slovenia,15,11,8,13,8,13,9,,
2016,semi-final-2,Norway,Switzerland,17,14,11,12,11,6,17,,
2016,semi-final-2,Norway,Ukraine,7,5,4,8,6,12,1,,
2016,semi-final-2,Poland,Albania,17,14,12,14,8,13,13,,
2016,semi-final-2,Poland,Australia,2,2,3,3,1,3,2,,
2016,semi-final-2,Poland,Belarus,3,7,14,5,3,11,9,,
2016,semi-final-2,Poland,Belgium,5,9,5,12,10,4,14,,
2016,semi-final-2,Poland,Bulgaria,7,6,4,13,15,5,3,,
2016,semi-final-2,Poland,Denmark,10,16,16,16,17,15,11,,
2016,semi-final-2,Poland,Georgia,4,4,9,2,9,9,4,,
2016,semi-final-2,Poland,Ireland,9,15,17,10,16,17,12,,
2016,semi-final-2,Poland,Israel,13,3,2,4,12,2,7,,
2016,semi-final-2,Poland,Latvia,6,5,10,6,6,10,5,,
2016,semi-final-2,Poland,Lithuania,8,8,6,9,5,6,17,,
2016,semi-final-2,Poland,North Macedonia,14,13,13,15,4,12,8,,
2016,semi-final-2,Poland,Norway,11,12,7,11,11,7,15,,
2016,semi-final-2,Poland,Serbia,16,10,11,8,7,14,6,,
2016,semi-final-2,Poland,Slovenia,12,11,8,7,14,8,10,,
2016,semi-final-2,Poland,Switzerland,15,17,15,17,13,16,16,,
2016,semi-final-2,Poland,Ukraine,1,1,1,1,2,1,1,,
2016,semi-final-2,Serbia,Albania,16,3,3,7,3,2,4,,
2016,semi-final-2,Serbia,Australia,4,7,6,11,7,8,11,,
2016,semi-final-2,Serbia,Belarus,6,15,12,13,16,15,14,,
2016,semi-final-2,Serbia,Belgium,2,12,10,12,14,14,5,,
2016,semi-final-2,Serbia,Bulgaria,3,9,11,10,10,11,7,,
2016,semi-final-2,Serbia,Denmark,14,17,16,17,17,17,16,,
2016,semi-final-2,Serbia,Georgia,9,8,4,5,15,10,12,,
2016,semi-final-2,Serbia,Ireland,17,16,8,16,13,16,17,,
2016,semi-final-2,Serbia,Israel,12,4,5,3,6,3,6,,
2016,semi-final-2,Serbia,Latvia,13,11,14,15,11,5,10,,
2016,semi-final-2,Serbia,Lithuania,11,6,7,8,8,6,3,,
2016,semi-final-2,Serbia,North Macedonia,1,1,1,2,1,1,2,,
2016,semi-final-2,Serbia,Norway,8,13,15,6,12,7,15,,
2016,semi-final-2,Serbia,Poland,10,10,13,14,5,13,9,,
2016,semi-final-2,Serbia,Slovenia,7,5,9,4,4,4,8,,
2016,semi-final-2,Serbia,Switzerland,15,14,17,9,9,12,13,,
2016,semi-final-2,Serbia,Ukraine,5,2,2,1,2,9,1,,
2016,semi-final-2,Slovenia,Albania,8,15,6,16,15,17,11,,
2016,semi-final-2,Slovenia,Australia,5,6,9,3,3,9,10,,
2016,semi-final-2,Slovenia,Belarus,16,9,13,6,10,10,2,,
2016,semi-final-2,Slovenia,Belgium,4,1,3,1,2,2,8,,
2016,semi-final-2,Slovenia,Bulgaria,6,5,4,2,13,5,9,,
2016,semi-final-2,Slovenia,Denmark,13,17,17,15,16,16,15,,
2016,semi-final-2,Slovenia,Georgia,10,12,14,17,8,3,17,,
2016,semi-final-2,Slovenia,Ireland,11,13,15,13,5,14,13,,
2016,semi-final-2,Slovenia,Israel,15,7,7,5,12,7,4,,
2016,semi-final-2,Slovenia,Latvia,12,2,1,4,6,4,6,,
2016,semi-final-2,Slovenia,Lithuania,14,10,10,9,11,12,3,,
2016,semi-final-2,Slovenia,North Macedonia,2,16,16,14,17,13,14,,
2016,semi-final-2,Slovenia,Norway,9,14,12,12,9,15,16,,
2016,semi-final-2,Slovenia,Poland,7,8,5,11,14,6,1,,
2016,semi-final-2,Slovenia,Serbia,1,11,11,7,7,8,12,,
2016,semi-final-2,Slovenia,Switzerland,17,4,2,8,4,11,5,,
2016,semi-final-2,Slovenia,Ukraine,3,3,8,10,1,1,7,,
2016,semi-final-2,Switzerland,Albania,2,12,14,9,8,10,14,,
2016,semi-final-2,Switzerland,Australia,5,1,4,1,1,2,7,,
2016,semi-final-2,Switzerland,Belarus,16,10,17,11,11,12,3,,
2016,semi-final-2,Switzerland,Belgium,3,4,6,3,4,1,4,,
2016,semi-final-2,Switzerland,Bulgaria,8,7,3,10,9,8,6,,
2016,semi-final-2,Switzerland,Denmark,10,16,11,17,17,13,10,,
2016,semi-final-2,Switzerland,Georgia,15,11,9,15,12,4,15,,
2016,semi-final-2,Switzerland,Ireland,9,15,12,16,16,15,9,,
2016,semi-final-2,Switzerland,Israel,14,2,2,5,2,5,1,,
2016,semi-final-2,Switzerland,Latvia,13,5,8,4,3,3,8,,
2016,semi-final-2,Switzerland,Lithuania,11,3,1,2,7,6,2,,
2016,semi-final-2,Switzerland,North Macedonia,7,17,15,12,14,17,17,,
2016,semi-final-2,Switzerland,Norway,12,9,13,8,6,14,13,,
2016,semi-final-2,Switzerland,Poland,4,13,7,14,13,16,11,,
2016,semi-final-2,Switzerland,Serbia,1,8,16,6,10,7,12,,
2016,semi-final-2,Switzerland,Slovenia,17,14,10,13,15,11,16,,
2016,semi-final-2,Switzerland,Ukraine,6,6,5,7,5,9,5,,
2016,semi-final-2,Ukraine,Albania,17,16,15,8,14,12,17,,
2016,semi-final-2,Ukraine,Australia,4,1,2,2,1,3,1,,
2016,semi-final-2,Ukraine,Belarus,2,6,7,4,9,9,10,,
2016,semi-final-2,Ukraine,Belgium,7,2,1,1,4,2,3,,
2016,semi-final-2,Ukraine,Bulgaria,6,11,8,15,12,15,6,,
2016,semi-final-2,Ukraine,Denmark,11,15,14,10,16,10,14,,
2016,semi-final-2,Ukraine,Georgia,3,7,16,14,3,1,7,,
2016,semi-final-2,Ukraine,Ireland,13,9,10,6,7,16,9,,
2016,semi-final-2,Ukraine,Israel,9,4,6,5,5,4,2,,
2016,semi-final-2,Ukraine,Latvia,8,5,3,7,8,6,4,,
2016,semi-final-2,Ukraine,Lithuania,5,3,4,3,2,5,5,,
2016,semi-final-2,Ukraine,North Macedonia,15,17,17,17,17,17,16,,
2016,semi-final-2,Ukraine,Norway,10,12,13,9,15,13,8,,
2016,semi-final-2,Ukraine,Poland,1,10,12,12,10,8,11,,
2016,semi-final-2,Ukraine,Serbia,14,8,5,11,6,11,15,,
2016,semi-final-2,Ukraine,Slovenia,12,13,9,13,11,14,12,,
2016,semi-final-2,Ukraine,Switzerland,16,14,11,16,13,7,13,,
2016,semi-final-2,United Kingdom,Albania,16,14,14,4,13,12,14,,
2016,semi-final-2,United Kingdom,Australia,5,2,6,8,2,3,2,,
2016,semi-final-2,United Kingdom,Belarus,13,8,2,9,11,8,16,,
2016,semi-final-2,United Kingdom,Belgium,7,4,15,2,3,1,11,,
2016,semi-final-2,United Kingdom,Bulgaria,3,6,10,3,5,11,4,,
2016,semi-final-2,United Kingdom,Denmark,11,17,13,14,17,17,13,,
2016,semi-final-2,United Kingdom,Georgia,10,1,3,1,1,2,7,,
2016,semi-final-2,United Kingdom,Ireland,4,9,5,15,18,5,6,,
2016,semi-final-2,United Kingdom,Israel,9,7,9,13,6,15,1,,
2016,semi-final-2,United Kingdom,Latvia,6,11,7,16,12,14,5,,
2016,semi-final-2,United Kingdom,Lithuania,1,3,4,7,8,4,3,,
2016,semi-final-2,United Kingdom,North Macedonia,14,18,18,18,16,18,18,,
2016,semi-final-2,United Kingdom,Norway,12,10,12,10,15,6,9,,
2016,semi-final-2,United Kingdom,Poland,2,12,11,5,14,16,8,,
2016,semi-final-2,United Kingdom,Serbia,17,15,17,11,7,13,12,,
2016,semi-final-2,United Kingdom,Slovenia,15,13,16,12,10,9,10,,
2016,semi-final-2,United Kingdom,Switzerland,18,16,8,17,9,10,17,,
2016,semi-final-2,United Kingdom,Ukraine,8,5,1,6,4,7,15,,
2016,final,Albania,Armenia,9,15,12,14,3,24,25,,
2016,final,Albania,Australia,1,1,1,2,1,1,3,,
2016,final,Albania,Austria,13,16,6,19,19,23,14,,
2016,final,Albania,Azerbaijan,19,13,19,11,21,12,11,,
2016,final,Albania,Belgium,14,25,20,24,22,16,24,,
2016,final,Albania,Bulgaria,3,7,11,6,13,3,6,,
2016,final,Albania,Croatia,20,21,24,16,18,19,18,,
2016,final,Albania,Cyprus,12,23,25,21,25,11,20,,
2016,final,Albania,Czechia,22,22,21,25,23,15,16,,
2016,final,Albania,France,11,2,3,1,9,9,1,,
2016,final,Albania,Georgia,25,26,26,26,26,22,26,,
2016,final,Albania,Germany,15,18,18,20,11,17,17,,
2016,final,Albania,Hungary,10,10,8,9,14,13,9,,
2016,final,Albania,Israel,17,8,10,18,4,2,12,,
2016,final,Albania,Italy,2,3,4,3,7,10,2,,
2016,final,Albania,Latvia,21,17,23,17,8,20,13,,
2016,final,Albania,Lithuania,7,20,13,22,17,18,23,,
2016,final,Albania,Malta,16,9,5,5,16,21,5,,
2016,final,Albania,Netherlands,24,24,22,23,24,14,21,,
2016,final,Albania,Poland,6,14,14,13,20,7,22,,
2016,final,Albania,Russia,4,4,7,7,5,4,7,,
2016,final,Albania,Serbia,26,19,15,12,15,26,19,,
2016,final,Albania,Spain,23,5,9,4,12,5,4,,
2016,final,Albania,Sweden,8,11,16,15,6,8,15,,
2016,final,Albania,Ukraine,5,12,17,8,2,25,8,,
2016,final,Albania,United Kingdom,18,6,2,10,10,6,10,,
2016,final,Armenia,Australia,12,6,9,6,6,9,8,,
2016,final,Armenia,Austria,7,22,20,18,23,16,21,,
2016,final,Armenia,Azerbaijan,25,25,19,25,25,25,25,,
2016,final,Armenia,Belgium,17,7,6,12,9,6,6,,
2016,final,Armenia,Bulgaria,15,4,5,4,5,4,4,,
2016,final,Armenia,Croatia,22,15,13,15,17,19,17,,
2016,final,Armenia,Cyprus,5,5,3,10,4,3,5,,
2016,final,Armenia,Czechia,18,10,8,13,12,14,9,,
2016,final,Armenia,France,4,1,1,1,1,1,1,,
2016,final,Armenia,Georgia,3,2,2,2,2,2,2,,
2016,final,Armenia,Germany,19,21,18,22,20,23,15,,
2016,final,Armenia,Hungary,8,18,22,23,10,22,11,,
2016,final,Armenia,Israel,24,24,17,20,22,24,24,,
2016,final,Armenia,Italy,14,20,25,14,19,13,20,,
2016,final,Armenia,Latvia,16,13,15,17,13,11,12,,
2016,final,Armenia,Lithuania,21,14,10,16,16,15,19,,
2016,final,Armenia,Malta,6,3,4,3,3,5,3,,
2016,final,Armenia,Netherlands,11,11,16,11,14,12,10,,
2016,final,Armenia,Poland,10,23,24,24,24,10,22,,
2016,final,Armenia,Russia,1,9,7,5,7,17,16,,
2016,final,Armenia,Serbia,23,12,11,9,11,21,14,,
2016,final,Armenia,Spain,13,8,12,8,8,7,7,,
2016,final,Armenia,Sweden,9,17,21,21,18,8,18,,
2016,final,Armenia,Ukraine,2,16,14,7,21,20,23,,
